/sentences,,,,,,,,
/sentence/@id,/sentence/#id,/sentence/aspectCategories/aspectCategory/@category,/sentence/aspectCategories/aspectCategory/@polarity,/sentence/aspectTerms/aspectTerm/@from,/sentence/aspectTerms/aspectTerm/@polarity,/sentence/aspectTerms/aspectTerm/@term,/sentence/aspectTerms/aspectTerm/@to,/sentence/text
2159,2412,food,positive,,,,,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
2159,2412,,,4,positive,bagels,10,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
1708,2413,anecdotes/miscellaneous,neutral,,,,,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one."
1708,2413,,,13,neutral,dinner,19,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one."
593,2414,anecdotes/miscellaneous,neutral,,,,,"Been there, done that, and New York, it's not that big a deal."
230,2415,anecdotes/miscellaneous,positive,,,,,Definitely a once a year treat that I look forward to around the holidays!
1061,2416,service,positive,,,,,Service is fast and friendly.
1061,2416,,,0,positive,Service,7,Service is fast and friendly.
3136,2417,anecdotes/miscellaneous,neutral,,,,,from an English speaking staff.
3136,2417,,,25,neutral,staff,30,from an English speaking staff.
947,2418,ambience,positive,,,,,"Anyhow, we were able to sit as long as we wanted and chat, which was nice."
1514,2419,food,positive,,,,,And they have these home made potato chips at the bar that are the most delicious things in the world!
1514,2419,,,30,positive,potato chips,42,And they have these home made potato chips at the bar that are the most delicious things in the world!
1514,2419,,,50,neutral,bar,53,And they have these home made potato chips at the bar that are the most delicious things in the world!
3187,2420,anecdotes/miscellaneous,positive,,,,,A defitely must visit.
1906,2421,food,positive,,,,,My husband and I enjoyed each of the 6 taste size portions and left completely full.
1906,2421,,,50,positive,portions,58,My husband and I enjoyed each of the 6 taste size portions and left completely full.
2700,2422,anecdotes/miscellaneous,neutral,,,,,"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
2700,2422,service,negative,,,,,"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
2700,2422,,,85,negative,table,90,"I went here with a friend on a whim, we went someplace else first and couldn't get a table."
2781,2423,food,positive,,,,,"We all ate pasta entre'es, which were great."
2781,2423,,,11,positive,pasta entre'es,25,"We all ate pasta entre'es, which were great."
15,2424,anecdotes/miscellaneous,neutral,,,,,My friends and I showed up on a Sat.
1970,2425,food,positive,,,,,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
1970,2425,,,4,positive,steak,9,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
1970,2425,,,69,negative,butter,75,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
1970,2425,,,121,neutral,flavor,127,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
1970,2425,,,135,positive,meat,139,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).
2942,2426,anecdotes/miscellaneous,positive,,,,,great experience overall.
2465,2427,ambience,positive,,,,,PERFECT FOR DATES!
2038,2428,food,negative,,,,,The food was boring and expensive.
2038,2428,price,negative,,,,,The food was boring and expensive.
2038,2428,,,4,negative,food,8,The food was boring and expensive.
186,2429,ambience,positive,,,,,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
186,2429,,,4,positive,ambience,12,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
186,2429,,,62,positive,lunch,67,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
2127,2430,food,positive,,,,,Terrific menu full of unique rolls and special dishes.
2127,2430,,,9,positive,menu,13,Terrific menu full of unique rolls and special dishes.
2127,2430,,,29,positive,rolls,34,Terrific menu full of unique rolls and special dishes.
2127,2430,,,47,positive,dishes,53,Terrific menu full of unique rolls and special dishes.
130,2431,service,negative,,,,,The service is ok but could be better.
130,2431,,,4,negative,service,11,The service is ok but could be better.
702,2432,food,positive,,,,,"We love the food, drinks, and atmosphere!"
702,2432,ambience,positive,,,,,"We love the food, drinks, and atmosphere!"
702,2432,,,12,positive,food,16,"We love the food, drinks, and atmosphere!"
702,2432,,,18,positive,drinks,24,"We love the food, drinks, and atmosphere!"
702,2432,,,30,positive,atmosphere,40,"We love the food, drinks, and atmosphere!"
3510,2433,anecdotes/miscellaneous,negative,,,,,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
3510,2433,service,negative,,,,,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
3510,2433,,,49,negative,customer service,65,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.
3030,2434,anecdotes/miscellaneous,neutral,,,,,(I've ordered from the 2nd ave.
1320,2435,service,negative,,,,,"Nothing against a good sales call, but the tactics at Amma are just too obvious."
328,2436,anecdotes/miscellaneous,positive,,,,,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
328,2436,,,95,positive,place,100,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
328,2436,,,16,neutral,oyster,22,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
328,2436,,,35,neutral,Fish,39,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!"
512,2437,service,negative,,,,,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
512,2437,anecdotes/miscellaneous,negative,,,,,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
512,2437,,,38,negative,maitre d',47,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
3019,2438,anecdotes/miscellaneous,neutral,,,,,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
3019,2438,,,79,neutral,sushi bar,88,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
3019,2438,,,90,neutral,chef,94,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
3019,2438,,,125,neutral,ala carte,134,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
1683,2439,food,positive,,,,,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
1683,2439,service,positive,,,,,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
1683,2439,ambience,positive,,,,,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
1683,2439,,,4,positive,vibe,8,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
1683,2439,,,35,positive,service,42,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
1683,2439,,,61,positive,food,65,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
195,2440,ambience,neutral,,,,,"If the weather is nice, try to snag an outside table."
195,2440,,,47,positive,table,52,"If the weather is nice, try to snag an outside table."
2623,2441,food,positive,,,,,"If you are looking for a good quality, cheap eats - this is the place."
2623,2441,price,positive,,,,,"If you are looking for a good quality, cheap eats - this is the place."
2623,2441,,,30,positive,quality,37,"If you are looking for a good quality, cheap eats - this is the place."
1974,2442,price,negative,,,,,"However, for what we spent, overall, it just was not up to par."
959,2443,service,positive,,,,,The service was friendly and the atmosphere was casual.
959,2443,ambience,positive,,,,,The service was friendly and the atmosphere was casual.
959,2443,,,4,positive,service,11,The service was friendly and the atmosphere was casual.
959,2443,,,33,positive,atmosphere,43,The service was friendly and the atmosphere was casual.
419,2444,anecdotes/miscellaneous,neutral,,,,,A friend from Seattle and I went on a Thursday night around 8:30.
2172,2445,food,positive,,,,,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
2172,2445,,,56,neutral,bagels,62,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
3518,2446,food,positive,,,,,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
3518,2446,,,18,positive,Pad See Ew,28,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
3518,2446,,,30,positive,Pork Chops,40,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
3518,2446,,,44,positive,Tofu plates,55,"I recommend their Pad See Ew, Pork Chops or Tofu plates."
1171,2447,food,positive,,,,,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
1171,2447,price,positive,,,,,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
1171,2447,,,63,positive,taste,68,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
1171,2447,,,76,positive,quantity,84,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
1518,2448,food,positive,,,,,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
1518,2448,,,65,neutral,bartender,74,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
1518,2448,,,99,positive,food,103,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
1518,2448,,,147,positive,drinks,153,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
1518,2448,,,110,positive,steak with portobello mushrooms,141,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
1518,2448,,,161,neutral,bar,164,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday."
941,2449,service,positive,,,,,The service was excellent - friendly and attentive.
941,2449,,,4,positive,service,11,The service was excellent - friendly and attentive.
2898,2450,food,positive,,,,,"The main course had an average portion, and was decent overall."
2898,2450,,,4,positive,main course,15,"The main course had an average portion, and was decent overall."
2898,2450,,,31,neutral,portion,38,"The main course had an average portion, and was decent overall."
1960,2451,anecdotes/miscellaneous,positive,,,,,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
1960,2451,ambience,positive,,,,,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
1960,2451,service,conflict,,,,,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
1960,2451,,,19,negative,reservation,30,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
1960,2451,,,65,positive,cocktails,74,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
1960,2451,,,89,positive,surroundings,101,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
706,2452,anecdotes/miscellaneous,neutral,,,,,"Just remember, the later you go, the longer you may have to wait."
214,2453,service,positive,,,,,"Waitstaff is great, very attentive."
214,2453,,,0,positive,Waitstaff,9,"Waitstaff is great, very attentive."
1285,2454,anecdotes/miscellaneous,positive,,,,,I live in the neightborhood and am a regular.
560,2455,food,positive,,,,,The dinner menu is diverse and top-notch as well.
560,2455,,,4,positive,dinner menu,15,The dinner menu is diverse and top-notch as well.
2461,2456,anecdotes/miscellaneous,positive,,,,,IT IS WHAT MODERN CUISINE IS ALL ABOUT.
2461,2456,,,18,positive,CUISINE,25,IT IS WHAT MODERN CUISINE IS ALL ABOUT.
3022,2457,anecdotes/miscellaneous,positive,,,,,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back."
3022,2457,price,negative,,,,,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back."
2065,2458,anecdotes/miscellaneous,positive,,,,,I definitely will go back.
2468,2459,food,positive,,,,,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation."
2468,2459,,,13,positive,Indian food,24,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation."
3558,2460,food,positive,,,,,"at taj, vegetarians can rejoice-all the dishes are manna from heaven."
3558,2460,,,40,positive,dishes,46,"at taj, vegetarians can rejoice-all the dishes are manna from heaven."
3063,2461,anecdotes/miscellaneous,positive,,,,,Finally!
1977,2462,ambience,conflict,,,,,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
1977,2462,,,24,conflict,wait,28,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
1977,2462,,,37,conflict,noise,42,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
1977,2462,,,11,conflict,rush,15,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
87,2463,anecdotes/miscellaneous,neutral,,,,,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot."
2499,2464,anecdotes/miscellaneous,positive,,,,,I've never been disappointed.
2093,2465,price,negative,,,,,I won't go back unless someone else is footing the bill.
2093,2465,,,51,negative,bill,55,I won't go back unless someone else is footing the bill.
2153,2466,service,positive,,,,,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking)."
2153,2466,,,67,neutral,bagels,73,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking)."
721,2467,anecdotes/miscellaneous,neutral,,,,,"From the street it looks very hidden, and is actually an old warehouse."
1156,2468,ambience,positive,,,,,Jimmy's is hands down the hottest night spot in the Bronx.
1156,2468,,,40,positive,spot,44,Jimmy's is hands down the hottest night spot in the Bronx.
2409,2469,service,negative,,,,,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.
2409,2469,,,54,negative,service,61,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.
2409,2469,,,64,negative,delivery,72,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.
3233,2470,anecdotes/miscellaneous,positive,,,,,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.
2359,2471,price,negative,,,,,"The $300 bill was a bit steep, but the experience was great."
2359,2471,,,9,negative,bill,13,"The $300 bill was a bit steep, but the experience was great."
3545,2472,anecdotes/miscellaneous,conflict,,,,,"I wouldn't mind going back some time, but not before trying others nearby."
2968,2473,service,positive,,,,,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2968,2473,ambience,positive,,,,,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2968,2473,,,27,positive,bar,30,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2968,2473,,,37,positive,bartender,46,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2968,2473,,,67,positive,service,74,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2968,2473,,,5,positive,ambiance,13,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
210,2474,anecdotes/miscellaneous,positive,,,,,I found this restaurant to be one that truly values its patrons.
382,2475,food,positive,,,,,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
382,2475,,,4,positive,calamari,12,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
382,2475,,,38,positive,sauce,43,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
382,2475,,,53,positive,duck noodles,65,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well."
1715,2476,food,positive,,,,,I would definitely go back -- if only for some of those exotic martinis on the blackboard.
1715,2476,,,63,positive,martinis,71,I would definitely go back -- if only for some of those exotic martinis on the blackboard.
1517,2477,anecdotes/miscellaneous,positive,,,,,"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area."
611,2478,food,positive,,,,,Simple comfort food and what hot and lage portions.
611,2478,,,7,positive,comfort food,19,Simple comfort food and what hot and lage portions.
611,2478,,,42,positive,portions,50,Simple comfort food and what hot and lage portions.
2379,2479,anecdotes/miscellaneous,neutral,,,,,But I just would like to say I read the reviews people left and thats why I checked it out.
1643,2480,food,negative,,,,,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
1643,2480,,,33,negative,rolls,38,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
1643,2480,,,46,neutral,menu,50,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
1643,2480,,,69,negative,avocado,76,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
1643,2480,,,81,negative,rice,85,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick."
2305,2481,anecdotes/miscellaneous,neutral,,,,,"I've eaten at Pizza Gruppo a few times, but more often I order delivery."
2989,2482,service,negative,,,,,We didn't get drink refills and she didn't even offer us the option of dessert.
2989,2482,,,14,negative,drink refills,27,We didn't get drink refills and she didn't even offer us the option of dessert.
2989,2482,,,71,neutral,dessert,78,We didn't get drink refills and she didn't even offer us the option of dessert.
848,2483,anecdotes/miscellaneous,positive,,,,,Beautiful experience.
2156,2484,price,positive,,,,,The bagels are also reasonably priced for NYC.
2156,2484,,,4,positive,bagels,10,The bagels are also reasonably priced for NYC.
2156,2484,,,31,positive,priced,37,The bagels are also reasonably priced for NYC.
1966,2485,anecdotes/miscellaneous,positive,,,,,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2."
1966,2485,,,49,positive,business dinner,64,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2."
1966,2485,,,95,positive,table,100,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2."
2088,2486,ambience,negative,,,,,Decor leaves something to be desired.
2088,2486,,,0,negative,Decor,5,Decor leaves something to be desired.
1150,2487,anecdotes/miscellaneous,neutral,,,,,Jimmy is Dominican!
185,2488,food,neutral,,,,,"Also, specify if you like your food spicy- its rather bland if you don't."
185,2488,,,31,neutral,food,35,"Also, specify if you like your food spicy- its rather bland if you don't."
1710,2489,service,positive,,,,,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,ambience,positive,,,,,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,price,negative,,,,,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,food,negative,,,,,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,,,4,positive,waiter,10,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,,,25,positive,place,30,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,,,88,negative,prices,94,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
1710,2489,,,137,negative,food,141,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
2610,2490,anecdotes/miscellaneous,neutral,,,,,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!)
2610,2490,,,113,positive,toppings,121,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!)
649,2491,food,positive,,,,,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
649,2491,anecdotes/miscellaneous,positive,,,,,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
649,2491,price,positive,,,,,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
649,2491,,,117,positive,place,122,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
649,2491,,,174,positive,Meal,178,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
649,2491,,,52,positive,LOBSTER TAILS,65,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
3450,2492,service,neutral,,,,,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse."
3450,2492,,,94,positive,espresso cup filled with chocolate mousse,135,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse."
3450,2492,,,60,negative,desserts,68,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse."
974,2493,food,positive,,,,,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
974,2493,,,78,positive,Pho,81,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
974,2493,,,83,positive,Lemon grass chicken,102,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
974,2493,,,106,positive,Beef Cube on rice,123,"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go."
3089,2494,ambience,positive,,,,,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained."
3089,2494,,,78,positive,portraits,87,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained."
647,2495,food,positive,,,,,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
647,2495,,,4,positive,food,8,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
647,2495,,,34,positive,appitizers,44,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
647,2495,,,52,positive,main course,63,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
647,2495,,,88,positive,desserts,96,"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more."
2954,2496,anecdotes/miscellaneous,negative,,,,,The neighborhood was nice though so check out another restaurant instead.
378,2497,food,positive,,,,,My fish was delicious in an incredible curry sauce.
378,2497,,,3,positive,fish,7,My fish was delicious in an incredible curry sauce.
378,2497,,,39,positive,curry sauce,50,My fish was delicious in an incredible curry sauce.
490,2498,anecdotes/miscellaneous,positive,,,,,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.
490,2498,,,47,positive,deli,51,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.
3245,2499,food,positive,,,,,"Even upon delivery, their juicy pork buns are quite good . ."
3245,2499,,,32,positive,pork buns,41,"Even upon delivery, their juicy pork buns are quite good . ."
1426,2500,anecdotes/miscellaneous,neutral,,,,,This is also where I was from.
1992,2501,anecdotes/miscellaneous,neutral,,,,,Everything is for sale in here including the sculptured iron statue on the table.
414,2502,food,positive,,,,,"Average to good Thai food, but terrible delivery."
414,2502,service,negative,,,,,"Average to good Thai food, but terrible delivery."
414,2502,,,16,positive,Thai food,25,"Average to good Thai food, but terrible delivery."
414,2502,,,40,negative,delivery,48,"Average to good Thai food, but terrible delivery."
1857,2503,anecdotes/miscellaneous,neutral,,,,,The space is nice but when we order our drink we were in for a surprise.
1857,2503,ambience,positive,,,,,The space is nice but when we order our drink we were in for a surprise.
1857,2503,,,4,positive,space,9,The space is nice but when we order our drink we were in for a surprise.
1857,2503,,,40,negative,drink,45,The space is nice but when we order our drink we were in for a surprise.
164,2504,service,negative,,,,,The entire place and the treatment we received felt as a conveyor belt.
164,2504,ambience,negative,,,,,The entire place and the treatment we received felt as a conveyor belt.
164,2504,,,11,negative,place,16,The entire place and the treatment we received felt as a conveyor belt.
1480,2505,anecdotes/miscellaneous,positive,,,,,Joe's Pizza used to have the best slice until this pizzeria opened up.
1480,2505,,,34,positive,slice,39,Joe's Pizza used to have the best slice until this pizzeria opened up.
904,2506,ambience,positive,,,,,I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.
3094,2507,anecdotes/miscellaneous,positive,,,,,I have never had anything like it!
1717,2508,anecdotes/miscellaneous,neutral,,,,,"Yeah the crowd can take it a bit seriously, but it shouldn't."
3663,2509,food,positive,,,,,And they provided a delicious dessert on the house!
3663,2509,price,positive,,,,,And they provided a delicious dessert on the house!
3663,2509,service,positive,,,,,And they provided a delicious dessert on the house!
3663,2509,,,30,positive,dessert,37,And they provided a delicious dessert on the house!
3250,2510,service,negative,,,,,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited."
3250,2510,,,102,negative,reservation,113,"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited."
3366,2511,food,positive,,,,,"The food is amazing, rich pastas and fresh doughy pizza."
3366,2511,,,4,positive,food,8,"The food is amazing, rich pastas and fresh doughy pizza."
3366,2511,,,26,positive,pastas,32,"The food is amazing, rich pastas and fresh doughy pizza."
3366,2511,,,50,positive,pizza,55,"The food is amazing, rich pastas and fresh doughy pizza."
3073,2512,food,positive,,,,,"Food was very good, but not what I would consider out of this world."
3073,2512,,,0,positive,Food,4,"Food was very good, but not what I would consider out of this world."
3303,2513,food,positive,,,,,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
3303,2513,,,6,positive,Lobster Bisque,20,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
3303,2513,,,37,positive,Maine Lobster,50,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
1299,2514,anecdotes/miscellaneous,neutral,,,,,"I am Indian, and I have tried many Indian places in NY."
704,2515,food,positive,,,,,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
704,2515,price,positive,,,,,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
704,2515,,,8,positive,Pad Thai,16,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
704,2515,,,42,positive,prices,48,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
2488,2516,anecdotes/miscellaneous,neutral,,,,,"On a recent Saturday night, I was with a group of 5 at the Bread Bar."
1839,2517,food,positive,,,,,Food is great and inexpensive.
1839,2517,price,positive,,,,,Food is great and inexpensive.
1839,2517,,,0,positive,Food,4,Food is great and inexpensive.
1756,2518,price,positive,,,,,The price very reasonable.
1756,2518,,,4,positive,price,9,The price very reasonable.
29,2519,food,positive,,,,,"Dessert - can't be missed, so save room!!!"
29,2519,,,0,positive,Dessert,7,"Dessert - can't be missed, so save room!!!"
484,2520,food,positive,,,,,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat."
484,2520,,,73,positive,food,77,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat."
1993,2521,price,negative,,,,,"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road"
2574,2522,food,positive,,,,,Ingredients are organic which is a real plus for me.
2574,2522,,,0,positive,Ingredients,11,Ingredients are organic which is a real plus for me.
3595,2523,anecdotes/miscellaneous,negative,,,,,It was so bad I actually refused to pay for my food.
3595,2523,food,negative,,,,,It was so bad I actually refused to pay for my food.
3595,2523,,,47,negative,food,51,It was so bad I actually refused to pay for my food.
1097,2524,anecdotes/miscellaneous,positive,,,,,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
1097,2524,food,positive,,,,,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
1097,2524,price,positive,,,,,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
1097,2524,,,49,positive,cuisine,56,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
